Hour,Grid_kVA
7785,40.63003333333333
7786,40.63003333333333
7787,40.63003333333333
7788,40.63003333333333
7789,42.169533333333334
7790,34.60203333333333
7791,34.60203333333333
7792,26.976033333333334
7793,26.976033333333334
7794,42.11103333333333
7795,42.11103333333333
7796,27.506033333333335
7797,27.506033333333335
7798,27.506033333333335
7799,27.506033333333335
7800,48.13903333333333
7801,59.381553333333336
7802,59.381553333333336
7803,59.381553333333336
7804,59.381553333333336
7805,59.381553333333336
7806,59.381553333333336
7807,59.381553333333336
7808,59.381553333333336
7809,40.63003333333333
7810,40.63003333333333
7811,40.63003333333333
7812,40.63003333333333
7813,42.169533333333334
7814,34.60203333333333
7815,34.60203333333333
7816,33.69803333333333
7817,33.69803333333333
7818,48.83303333333333
7819,48.83303333333333
7820,39.79103333333333
7821,39.79103333333333
7822,39.79103333333333
7823,39.79103333333333
7824,54.86103333333333
7825,56.66955333333333
7826,56.66955333333333
7827,59.381553333333336
7828,59.381553333333336
7829,59.381553333333336
7830,59.381553333333336
7831,59.381553333333336
7832,59.381553333333336
7833,42.43803333333334
7834,42.43803333333334
7835,40.63003333333333
7836,40.63003333333333
7837,42.169533333333334
7838,34.60203333333333
7839,34.60203333333333
7840,29.688033333333333
7841,29.688033333333333
7842,42.11103333333333
7843,42.11103333333333
7844,25.698033333333335
7845,25.698033333333335
7846,27.506033333333335
7847,27.506033333333335
7848,49.94703333333333
7849,56.66955333333333
7850,56.66955333333333
7851,59.381553333333336
7852,59.381553333333336
7853,59.381553333333336
7854,59.381553333333336
7855,59.381553333333336
7856,59.381553333333336
7857,57.573033333333335
7858,57.573033333333335
7859,55.765033333333335
7860,55.765033333333335
7861,49.73703333333333
7862,49.73703333333333
7863,49.73703333333333
7864,44.82303333333333
7865,44.82303333333333
7866,42.11103333333333
7867,42.11103333333333
7868,25.698033333333335
7869,25.698033333333335
